,Team,MatchUp,Date,W/L,Min,Points,FGM,FGA,FGP,3PM,3PA,3PP,FTM,FTA,FTP,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PN
392,BKN,BKN @ NYK,02/16/2022,W,240,111,43,98,43.9,11,34,32.4,14,23,60.9,16,35,51,21,5,1,9,16,5
393,NYK,NYK vs. BKN,02/16/2022,L,240,106,37,85,43.5,16,43,37.2,16,18,88.9,10,34,44,22,7,9,10,17,-5
394,IND,IND vs. WAS,02/16/2022,W,240,113,45,83,54.2,4,20,20.0,19,29,65.5,7,33,40,30,9,6,11,14,5
395,WAS,WAS @ IND,02/16/2022,L,240,108,39,91,42.9,17,37,45.9,13,16,81.3,12,32,44,25,7,3,13,20,-5
396,DET,DET @ BOS,02/16/2022,W,240,112,43,93,46.2,16,30,53.3,10,13,76.9,18,29,47,28,9,1,17,17,1
397,BOS,BOS vs. DET,02/16/2022,L,240,111,42,77,54.5,13,32,40.6,14,18,77.8,2,28,30,29,8,6,17,14,-1
398,ORL,ORL vs. ATL,02/16/2022,L,240,109,42,98,42.9,13,41,31.7,12,13,92.3,12,33,45,23,3,5,13,19,-21
399,ATL,ATL @ ORL,02/16/2022,W,240,130,45,90,50.0,18,33,54.5,22,28,78.6,13,34,47,23,7,6,11,20,21
400,UTA,UTA @ LAL,02/16/2022,L,240,101,37,79,46.8,11,33,33.3,16,19,84.2,8,33,41,17,11,6,13,22,-5
401,LAL,LAL vs. UTA,02/16/2022,W,240,106,41,86,47.7,10,36,27.8,14,22,63.6,12,32,44,24,9,7,12,18,5
402,POR,POR @ MEM,02/16/2022,W,240,123,43,85,50.6,13,32,40.6,24,32,75.0,13,30,43,23,6,5,12,27,4
403,MEM,MEM vs. POR,02/16/2022,L,240,119,37,85,43.5,11,30,36.7,34,42,81.0,10,29,39,20,10,7,10,26,-4
404,MIL,MIL vs. IND,02/15/2022,W,240,128,48,86,55.8,10,29,34.5,22,30,73.3,9,38,47,28,7,0,15,17,9
405,IND,IND @ MIL,02/15/2022,L,240,119,47,93,50.5,17,41,41.5,8,19,42.1,10,31,41,32,8,2,12,23,-9
406,MEM,MEM @ NOP,02/15/2022,W,240,121,47,94,50.0,10,34,29.4,17,27,63.0,18,31,49,29,10,3,13,24,12
407,NOP,NOP vs. MEM,02/15/2022,L,240,109,44,88,50.0,4,26,15.4,17,20,85.0,11,23,34,20,7,5,15,23,-12
408,MIA,MIA vs. DAL,02/15/2022,L,240,99,35,84,41.7,7,27,25.9,22,27,81.5,15,33,48,19,1,2,12,23,-8
409,DAL,DAL @ MIA,02/15/2022,W,240,107,34,76,44.7,18,41,43.9,21,33,63.6,12,26,38,27,5,7,9,26,8
410,CLE,CLE @ ATL,02/15/2022,L,240,116,45,88,51.1,16,41,39.0,10,12,83.3,14,25,39,30,8,3,13,23,-8
411,ATL,ATL vs. CLE,02/15/2022,W,240,124,43,80,53.8,14,33,42.4,24,27,88.9,7,28,35,25,9,4,11,18,8
412,BOS,BOS @ PHI,02/15/2022,W,240,135,46,82,56.1,25,45,55.6,18,22,81.8,7,44,51,28,2,10,11,25,48
413,PHI,PHI vs. BOS,02/15/2022,L,240,87,23,80,28.8,8,32,25.0,33,39,84.6,12,28,40,17,7,2,9,17,-48
414,PHX,PHX vs. LAC,02/15/2022,W,240,103,44,90,48.9,8,25,32.0,7,10,70.0,12,40,52,30,9,4,17,12,7
415,LAC,LAC @ PHX,02/15/2022,L,240,96,40,97,41.2,10,35,28.6,6,9,66.7,13,33,46,26,11,9,14,12,-7
416,CHA,CHA @ MIN,02/15/2022,L,265,120,42,102,41.2,8,33,24.2,28,37,75.7,16,46,62,31,9,7,14,30,-6
417,MIN,MIN vs. CHA,02/15/2022,W,265,126,43,109,39.4,13,55,23.6,27,43,62.8,17,41,58,29,10,8,14,26,6
418,GSW,GSW @ LAC,02/14/2022,L,240,104,39,86,45.3,16,41,39.0,10,13,76.9,7,31,38,23,7,3,14,18,-15
419,LAC,LAC vs. GSW,02/14/2022,W,240,119,48,85,56.5,15,34,44.1,8,15,53.3,6,37,43,25,6,3,12,18,15
420,DEN,DEN vs. ORL,02/14/2022,W,240,121,42,88,47.7,16,40,40.0,21,23,91.3,12,40,52,25,7,2,23,18,10
421,ORL,ORL @ DEN,02/14/2022,L,240,111,40,91,44.0,11,39,28.2,20,23,87.0,11,31,42,24,16,5,15,19,-10
422,HOU,HOU @ UTA,02/14/2022,L,240,101,35,83,42.2,12,37,32.4,19,28,67.9,10,23,33,23,5,4,12,20,-34
423,UTA,UTA vs. HOU,02/14/2022,W,240,135,49,89,55.1,18,40,45.0,19,22,86.4,13,40,53,34,6,5,13,22,34
424,CHI,CHI vs. SAS,02/14/2022,W,240,120,46,88,52.3,10,24,41.7,18,21,85.7,10,43,53,25,3,3,16,19,11
425,SAS,SAS @ CHI,02/14/2022,L,240,109,44,92,47.8,6,20,30.0,15,21,71.4,4,29,33,28,9,2,7,15,-11
426,NOP,NOP vs. TOR,02/14/2022,W,240,120,45,77,58.4,16,35,45.7,14,16,87.5,4,43,47,36,4,7,14,24,30
427,TOR,TOR @ NOP,02/14/2022,L,240,90,29,95,30.5,8,34,23.5,24,31,77.4,19,25,44,8,7,3,8,14,-30
428,POR,POR @ MIL,02/14/2022,W,240,122,45,99,45.5,18,43,41.9,14,19,73.7,14,44,58,30,8,6,14,19,15
429,MIL,MIL vs. POR,02/14/2022,L,240,107,38,89,42.7,13,41,31.7,18,24,75.0,6,37,43,18,8,3,13,18,-15
430,OKC,OKC @ NYK,02/14/2022,W,265,127,48,96,50.0,13,34,38.2,18,27,66.7,8,38,46,28,9,1,11,19,4
431,NYK,NYK vs. OKC,02/14/2022,L,265,123,45,108,41.7,15,50,30.0,18,22,81.8,19,37,56,28,8,12,14,25,-4
432,SAC,SAC @ BKN,02/14/2022,L,240,85,31,90,34.4,9,35,25.7,14,18,77.8,11,32,43,12,8,4,18,17,-24
433,BKN,BKN vs. SAC,02/14/2022,W,240,109,43,84,51.2,9,26,34.6,14,15,93.3,6,43,49,25,7,5,18,22,24
434,WAS,WAS vs. DET,02/14/2022,W,240,103,40,85,47.1,9,29,31.0,14,18,77.8,10,35,45,21,8,3,15,16,9
435,DET,DET @ WAS,02/14/2022,L,240,94,32,85,37.6,8,23,34.8,22,27,81.5,13,31,44,19,7,3,12,19,-9
436,MIN,MIN @ IND,02/13/2022,W,240,129,43,84,51.2,18,34,52.9,25,28,89.3,8,30,38,23,8,8,14,25,9
437,IND,IND vs. MIN,02/13/2022,L,240,120,45,102,44.1,13,45,28.9,17,22,77.3,22,32,54,28,5,6,13,21,-9
438,ATL,ATL @ BOS,02/13/2022,L,240,95,34,93,36.6,12,38,31.6,15,15,100,11,37,48,18,6,3,13,22,-10
439,BOS,BOS vs. ATL,02/13/2022,W,240,105,36,85,42.4,11,38,28.9,22,27,81.5,12,42,54,21,5,6,12,15,10
440,LAC,LAC @ DAL,02/12/2022,W,240,99,43,82,52.4,7,22,31.8,6,11,54.5,6,36,42,23,7,4,14,20,2
441,DAL,DAL vs. LAC,02/12/2022,L,240,97,35,85,41.2,15,39,38.5,12,19,63.2,13,31,44,16,4,0,14,17,-2
442,GSW,GSW vs. LAL,02/12/2022,W,240,117,40,90,44.4,12,38,31.6,25,34,73.5,10,40,50,24,4,3,9,24,2
443,LAL,LAL @ GSW,02/12/2022,L,240,115,41,88,46.6,11,27,40.7,22,33,66.7,12,36,48,25,5,6,9,24,-2
444,PHX,PHX vs. ORL,02/12/2022,W,240,132,55,105,52.4,15,34,44.1,7,10,70.0,7,45,52,40,8,2,7,19,27
445,ORL,ORL @ PHX,02/12/2022,L,240,105,37,87,42.5,15,41,36.6,16,24,66.7,4,40,44,25,2,2,15,9,-27
446,CHI,CHI vs. OKC,02/12/2022,W,240,106,40,89,44.9,7,25,28.0,19,23,82.6,11,46,57,20,6,3,13,19,5
447,OKC,OKC @ CHI,02/12/2022,L,240,101,34,88,38.6,11,36,30.6,22,30,73.3,7,36,43,22,8,10,8,15,-5
448,BKN,BKN @ MIA,02/12/2022,L,240,111,42,93,45.2,12,40,30.0,15,22,68.2,9,32,41,16,12,2,8,27,-4
449,MIA,MIA vs. BKN,02/12/2022,W,240,115,41,82,50.0,10,29,34.5,23,29,79.3,10,42,52,20,6,1,15,21,4
450,TOR,TOR vs. DEN,02/12/2022,L,240,109,43,88,48.9,12,34,35.3,11,17,64.7,8,27,35,22,11,1,7,19,-1
451,DEN,DEN @ TOR,02/12/2022,W,240,110,39,84,46.4,14,37,37.8,18,21,85.7,12,38,50,28,5,3,18,16,1
452,PHI,PHI vs. CLE,02/12/2022,W,240,103,38,79,48.1,10,22,45.5,17,21,81.0,8,32,40,24,13,5,13,21,10
453,CLE,CLE @ PHI,02/12/2022,L,240,93,36,77,46.8,8,24,33.3,13,15,86.7,5,29,34,21,3,3,17,16,-10
454,MEM,MEM @ CHA,02/12/2022,W,240,125,47,96,49.0,11,33,33.3,20,33,60.6,16,41,57,31,11,8,17,26,7
455,CHA,CHA vs. MEM,02/12/2022,L,240,118,39,97,40.2,14,45,31.1,26,33,78.8,18,35,53,28,7,6,17,29,-7
456,WAS,WAS vs. SAC,02/12/2022,L,240,110,41,88,46.6,13,38,34.2,15,21,71.4,10,22,32,26,11,3,10,19,-13
457,SAC,SAC @ WAS,02/12/2022,W,240,123,43,76,56.6,12,28,42.9,25,29,86.2,6,36,42,27,4,2,14,20,13
458,NOP,NOP vs. SAS,02/12/2022,L,240,114,43,87,49.4,11,32,34.4,17,20,85.0,10,36,46,22,2,4,15,19,-10
459,SAS,SAS @ NOP,02/12/2022,W,240,124,47,93,50.5,14,37,37.8,16,19,84.2,7,27,34,26,9,5,5,19,10
460,NYK,NYK @ POR,02/12/2022,L,240,103,31,81,38.3,12,39,30.8,29,34,85.3,9,32,41,19,6,6,13,24,-9
461,POR,POR vs. NYK,02/12/2022,W,240,112,40,84,47.6,15,40,37.5,17,20,85.0,9,42,51,29,3,2,17,26,9
462,UTA,UTA vs. ORL,02/11/2022,W,240,114,40,89,44.9,13,41,31.7,21,24,87.5,11,39,50,22,15,5,16,14,15
